TS, DPE, VALUE
13-10-2017 01:40:02.14900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:40:12.17800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:40:12.17800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,3.5E+001
13-10-2017 01:40:12.17800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:40:16.70200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,9.3440749259626976E-002
13-10-2017 01:40:16.70200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:40:16.70200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_sepPlane,4.6720374629813488E-002
13-10-2017 01:40:16.70200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_sepPlane,-4.6720374629813488E-002
13-10-2017 01:40:16.70200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:40:17.70600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:40:17.70600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:40:17.70600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,3.6E+001
13-10-2017 01:40:27.73500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:40:27.73500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,3.7E+001
13-10-2017 01:40:27.73500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:40:32.25700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:40:32.25700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_sepPlane,5.4507103734782403E-002
13-10-2017 01:40:32.25700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:40:32.25700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_sepPlane,-5.4507103734782403E-002
13-10-2017 01:40:32.25700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,1.0901420746956481E-001
13-10-2017 01:40:33.26200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,3.8E+001
13-10-2017 01:40:33.26200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:40:33.26200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:40:43.29100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,3.9E+001
13-10-2017 01:40:43.29100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:40:43.29100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:40:47.81400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,1.2458766567950263E-001
13-10-2017 01:40:47.81400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:40:47.81400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:40:47.81400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_sepPlane,6.2293832839751317E-002
13-10-2017 01:40:47.81400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_sepPlane,-6.2293832839751317E-002
13-10-2017 01:40:48.81800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:40:48.81800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:40:48.81800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,4.0E+001
13-10-2017 01:40:58.84700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:40:58.84700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,4.1E+001
13-10-2017 01:40:58.84700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:41:03.36900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_sepPlane,-7.0080561944720232E-002
13-10-2017 01:41:03.36900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:41:03.36900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:41:03.36900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_sepPlane,7.0080561944720232E-002
13-10-2017 01:41:03.36900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,1.4016112388944046E-001
13-10-2017 01:41:04.37500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:41:04.37500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:41:04.37500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,4.2E+001
13-10-2017 01:41:14.44700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,4.3E+001
13-10-2017 01:41:14.44700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:41:14.44700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:41:18.96900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:41:18.96900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:41:18.96900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,1.5573458209937829E-001
13-10-2017 01:41:18.96900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_sepPlane,7.7867291049689147E-002
13-10-2017 01:41:18.96900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_sepPlane,-7.7867291049689147E-002
13-10-2017 01:41:19.97400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,4.4E+001
13-10-2017 01:41:19.97400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:41:19.97400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:41:30.02400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,4.5E+001
13-10-2017 01:41:30.02600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:41:30.02600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:41:30.02600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,4.6E+001
13-10-2017 01:41:41.74800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_sepPlane,0
13-10-2017 01:41:41.74800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_sepPlane,0
13-10-2017 01:41:41.74800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,0
13-10-2017 01:41:41.74800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:41:41.74800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:41:42.75300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,4.7E+001
13-10-2017 01:41:42.75300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:41:42.75300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:42:12.83500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,4.8E+001
13-10-2017 01:42:42.91700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,4.9E+001
13-10-2017 01:42:42.91700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:42:42.91700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:42:54.94500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:42:54.94500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,7.7867291049689147E-002
13-10-2017 01:42:54.94500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:42:54.94500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,-7.7867291049689147E-002
13-10-2017 01:42:54.94500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,-1.5573458209937829E-001
13-10-2017 01:42:55.95200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:42:55.95200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,5.1E+001
13-10-2017 01:42:55.95200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:43:05.98000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:43:05.98000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:43:05.98000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,5.2E+001
13-10-2017 01:43:10.50500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,-7.0080561944720232E-002
13-10-2017 01:43:10.50500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,-1.4016112388944046E-001
13-10-2017 01:43:10.50500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:43:10.50500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:43:10.50500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,7.0080561944720232E-002
13-10-2017 01:43:11.51000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,5.3E+001
13-10-2017 01:43:11.51000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:43:11.51000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:43:21.53900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,5.4E+001
13-10-2017 01:43:21.53900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:43:21.53900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:43:26.36300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:43:26.36300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,-6.2293832839751317E-002
13-10-2017 01:43:26.36300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:43:26.36300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,-1.2458766567950263E-001
13-10-2017 01:43:26.36300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,6.2293832839751317E-002
13-10-2017 01:43:27.36700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,5.5E+001
13-10-2017 01:43:27.36700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:43:27.36700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:43:37.39700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:43:37.39700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:43:37.39700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,5.6E+001
13-10-2017 01:43:42.21800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,5.4507103734782403E-002
13-10-2017 01:43:42.21800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,-1.0901420746956481E-001
13-10-2017 01:43:42.21800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:43:42.21800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,-5.4507103734782403E-002
13-10-2017 01:43:42.21800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:43:43.22300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:43:43.22300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:43:43.22300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,5.7E+001
13-10-2017 01:43:53.25100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:43:53.25100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:43:53.25100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,5.8E+001
13-10-2017 01:43:57.77300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:43:57.77300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:43:57.77300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,-9.3440749259626976E-002
13-10-2017 01:43:57.77300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,-4.6720374629813488E-002
13-10-2017 01:43:57.77300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,4.6720374629813488E-002
13-10-2017 01:43:58.77800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:43:58.77800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:43:58.77800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,5.9E+001
13-10-2017 01:44:08.80700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:44:08.80700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,6.0E+001
13-10-2017 01:44:08.80700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:44:13.32800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,3.8933645524844573E-002
13-10-2017 01:44:13.32800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,-3.8933645524844573E-002
13-10-2017 01:44:13.32800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,-7.7867291049689147E-002
13-10-2017 01:44:13.32800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:44:13.32800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:44:14.33300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,6.1E+001
13-10-2017 01:44:14.33300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:44:14.33300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:44:24.36100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,6.2E+001
13-10-2017 01:44:24.36100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:44:24.36100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:44:29.18300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:44:29.18300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:44:29.18300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,3.1146916419875659E-002
13-10-2017 01:44:29.18300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,-3.1146916419875659E-002
13-10-2017 01:44:29.18300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,-6.2293832839751317E-002
13-10-2017 01:44:30.18800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,6.3E+001
13-10-2017 01:44:30.18800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:44:30.18800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:44:40.21600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:44:40.21600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,6.4E+001
13-10-2017 01:44:40.21600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:44:44.73700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,-4.6720374629813488E-002
13-10-2017 01:44:44.73700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,-2.3360187314906744E-002
13-10-2017 01:44:44.73700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:44:44.73700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:44:44.73700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,2.3360187314906744E-002
13-10-2017 01:44:45.74200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,6.5E+001
13-10-2017 01:44:45.74200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:44:45.74200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:44:55.77200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:44:55.77200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:44:55.77200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,6.6E+001
13-10-2017 01:45:00.29300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:45:00.29300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,1.5573458209937829E-002
13-10-2017 01:45:00.29300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,-1.5573458209937829E-002
13-10-2017 01:45:00.29300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,-3.1146916419875659E-002
13-10-2017 01:45:00.29300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:45:01.29700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,6.7E+001
13-10-2017 01:45:01.29700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:45:01.29700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:45:11.32600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:45:11.32600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:45:11.32600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,6.8E+001
13-10-2017 01:45:15.84600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:45:15.84600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:45:15.84600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,-1.5573458209937829E-002
13-10-2017 01:45:15.84600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,7.7867291049689147E-003
13-10-2017 01:45:15.84600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,-7.7867291049689147E-003
13-10-2017 01:45:16.85100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:45:16.85100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,6.9E+001
13-10-2017 01:45:16.85100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:45:26.88100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,7.0E+001
13-10-2017 01:45:26.88100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:45:26.88100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:45:31.70300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,0
13-10-2017 01:45:31.70300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:45:31.70300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:45:31.70300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,0
13-10-2017 01:45:31.70300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,0
13-10-2017 01:45:32.70800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,7.1E+001
13-10-2017 01:45:32.70800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:45:32.70800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:46:02.79200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,7.2E+001
13-10-2017 01:46:02.79200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:46:02.79200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:46:07.31300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,-7.7867291049689147E-003
13-10-2017 01:46:07.31300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:46:07.31300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:46:07.31300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,7.7867291049689147E-003
