TS, DPE, VALUE
13-10-2017 01:46:07.31300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,1.5573458209937829E-002
13-10-2017 01:46:08.31800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:46:08.31800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:46:08.31800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,7.3E+001
13-10-2017 01:46:18.34800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:46:18.34800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,7.4E+001
13-10-2017 01:46:18.34800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:46:22.87000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:46:22.87000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:46:22.87000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,1.5573458209937829E-002
13-10-2017 01:46:22.87000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,-1.5573458209937829E-002
13-10-2017 01:46:22.87000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,3.1146916419875659E-002
13-10-2017 01:46:23.87500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,7.5E+001
13-10-2017 01:46:23.87500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:46:23.87500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:46:33.90500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,7.6E+001
13-10-2017 01:46:33.90500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:46:33.90500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:46:38.42900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:46:38.42900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,2.3360187314906744E-002
13-10-2017 01:46:38.42900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:46:38.42900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,4.6720374629813488E-002
13-10-2017 01:46:38.42900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,-2.3360187314906744E-002
13-10-2017 01:46:39.43400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:46:39.43400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,7.7E+001
13-10-2017 01:46:39.43400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:46:49.46400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:46:49.46400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,7.8E+001
13-10-2017 01:46:49.46400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:46:53.98500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,6.2293832839751317E-002
13-10-2017 01:46:53.98500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:46:53.98500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:46:53.98500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,-3.1146916419875659E-002
13-10-2017 01:46:53.98500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,3.1146916419875659E-002
13-10-2017 01:46:54.99000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:46:54.99000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:46:54.99000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,7.9E+001
13-10-2017 01:47:05.01900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:47:05.01900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,8.0E+001
13-10-2017 01:47:05.01900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:47:09.55100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:47:09.55100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,-3.8933645524844573E-002
13-10-2017 01:47:09.55100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,3.8933645524844573E-002
13-10-2017 01:47:09.55100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,7.7867291049689147E-002
13-10-2017 01:47:09.55100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:47:10.55600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:47:10.55600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,8.1E+001
13-10-2017 01:47:10.55600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:47:20.58600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:47:20.58600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,8.2E+001
13-10-2017 01:47:20.58600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:47:25.11000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,4.6720374629813488E-002
13-10-2017 01:47:25.11000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:47:25.11000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,-4.6720374629813488E-002
13-10-2017 01:47:25.11000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,9.3440749259626976E-002
13-10-2017 01:47:25.11000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:47:26.11500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:47:26.11500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,8.3E+001
13-10-2017 01:47:26.11500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:47:36.14500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:47:36.14500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:47:36.14500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,8.4E+001
13-10-2017 01:47:40.66600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:47:40.66600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,5.4507103734782403E-002
13-10-2017 01:47:40.66600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,1.0901420746956481E-001
13-10-2017 01:47:40.66600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,-5.4507103734782403E-002
13-10-2017 01:47:40.66600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:47:41.67100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:47:41.67100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:47:41.67100000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,8.5E+001
13-10-2017 01:47:51.70000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,8.6E+001
13-10-2017 01:47:51.70000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:47:51.70000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:47:56.22200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,-6.2293832839751317E-002
13-10-2017 01:47:56.22200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,1.2458766567950263E-001
13-10-2017 01:47:56.22200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,6.2293832839751317E-002
13-10-2017 01:47:56.22200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:47:56.22200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:47:57.22700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:47:57.22700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,8.7E+001
13-10-2017 01:47:57.22700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:48:07.25600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:48:07.25600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:48:07.25600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,8.8E+001
13-10-2017 01:48:11.77800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:48:11.77800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,-7.0080561944720232E-002
13-10-2017 01:48:11.77800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,7.0080561944720232E-002
13-10-2017 01:48:11.77800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,1.4016112388944046E-001
13-10-2017 01:48:11.77800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:48:12.78200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,8.9E+001
13-10-2017 01:48:12.78200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:48:12.78200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:48:22.81800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.0E+001
13-10-2017 01:48:22.81800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:48:22.81800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:48:27.33900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,1.5573458209937829E-001
13-10-2017 01:48:27.33900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,7.7867291049689147E-002
13-10-2017 01:48:27.33900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:48:27.33900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:48:27.33900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,-7.7867291049689147E-002
13-10-2017 01:48:28.34400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.1E+001
13-10-2017 01:48:28.34400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:48:28.34400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:48:38.37600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.2E+001
13-10-2017 01:48:38.37800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:48:38.37800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.3E+001
13-10-2017 01:48:38.37800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:48:50.40000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,0
13-10-2017 01:48:50.40000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_xingPlane,0
13-10-2017 01:48:50.40000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_xingPlane,0
13-10-2017 01:48:50.40000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:48:50.40000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:48:51.40500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:48:51.40500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.4E+001
13-10-2017 01:48:51.40500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:49:21.49000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:49:21.49000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,STANDBY
13-10-2017 01:49:21.49000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.5E+001
13-10-2017 01:49:21.49800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:49:21.49800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Plane,NONE
13-10-2017 01:49:21.49800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.IP,0
13-10-2017 01:49:21.49800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Beam,0
13-10-2017 01:50:49.88300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Beam,3.0E+000
13-10-2017 01:50:49.88300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,-1.0E+000
13-10-2017 01:50:49.88300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Plane,MIXED
13-10-2017 01:50:49.88300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.IP,2.56E+002
13-10-2017 01:50:49.88500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,0
13-10-2017 01:50:49.88800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:50:49.88800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:50:49.88800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,1.0E+000
13-10-2017 01:51:19.97000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:51:19.97000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:51:19.97000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,2.0E+000
13-10-2017 01:51:28.69300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_sepPlane,-3.8933645524844573E-002
13-10-2017 01:51:28.69300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,-7.7867291049689147E-002
13-10-2017 01:51:28.69300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:51:28.69300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:51:28.69300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_sepPlane,3.8933645524844573E-002
13-10-2017 01:51:29.70000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:51:29.70000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:51:29.70000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,4.0E+000
13-10-2017 01:51:39.72900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:51:39.72900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,5.0E+000
13-10-2017 01:51:39.72900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:51:44.25500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_sepPlane,3.1146916419875659E-002
13-10-2017 01:51:44.25500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:51:44.25500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:51:44.25500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_sepPlane,-3.1146916419875659E-002
13-10-2017 01:51:44.25500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,-6.2293832839751317E-002
13-10-2017 01:51:45.25900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:51:45.25900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,6.0E+000
13-10-2017 01:51:45.25900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:51:55.28800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:51:55.28800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,7.0E+000
13-10-2017 01:51:55.28800000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:51:59.80900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_sepPlane,2.3360187314906744E-002
13-10-2017 01:51:59.80900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_sepPlane,-2.3360187314906744E-002
13-10-2017 01:51:59.80900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:51:59.80900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,-4.6720374629813488E-002
13-10-2017 01:51:59.80900000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:52:00.81400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,8.0E+000
13-10-2017 01:52:00.81400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:52:00.81400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:52:10.84400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:52:10.84400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:52:10.84400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.0E+000
13-10-2017 01:52:15.36600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_sepPlane,1.5573458209937829E-002
13-10-2017 01:52:15.36600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_sepPlane,-1.5573458209937829E-002
13-10-2017 01:52:15.36600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,-3.1146916419875659E-002
13-10-2017 01:52:15.36600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:52:15.36600000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:52:16.37300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:52:16.37300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,1.0E+001
13-10-2017 01:52:16.37300000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:52:26.40400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:52:26.40400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:52:26.40400000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,1.1E+001
13-10-2017 01:52:30.93000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:52:30.93000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:52:30.93000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,-1.5573458209937829E-002
13-10-2017 01:52:30.93000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_sepPlane,-7.7867291049689147E-003
13-10-2017 01:52:30.93000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_sepPlane,7.7867291049689147E-003
13-10-2017 01:52:31.93500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:52:31.93500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,1.2E+001
13-10-2017 01:52:31.93500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:52:42.10700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,1.3E+001
13-10-2017 01:52:42.10700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:52:42.10700000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:52:46.63000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,9.999E+003
13-10-2017 01:52:46.63000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B2_sepPlane,0
13-10-2017 01:52:46.63000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Nominal_Separation,0
13-10-2017 01:52:46.63000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
13-10-2017 01:52:46.63000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Set_Nominal_Displacement_B1_sepPlane,0
13-10-2017 01:52:47.63500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,1.4E+001
13-10-2017 01:52:47.63500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,1.0E+000
13-10-2017 01:52:47.63500000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,ACQUIRING
13-10-2017 01:53:17.72000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,TRIMMING
13-10-2017 01:53:17.72000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Acquisition_Flag,0
13-10-2017 01:53:17.72000000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.Step,1.5E+001
13-10-2017 01:53:22.24200000,LHC:LHCCOM/LHC.LHC.Beam.AutomaticScan.LumiScan_Status,IDLE
